id,amount,date
02233d4190983bc6115c8c55b4c13ceb,4549.0,2024-04-28
0226f72eb92a67fcccfa19025527b840,5776.0,2024-04-29
02274c1271e9ad3978e7473f7c45e458,7116.0,2024-04-27
0227815154346d97b667969c33d7b4af,2731.0,2024-04-23
022bd4870e047e9fadeab0ec9a9b65cd,7902.0,2024-04-29
02315d8876750ae7f5cfaf94bc7f7419,9197.0,2024-04-27
02356bdd90e8ba5679b9cc112f71d256,2119.0,2024-04-23
023697849a3ecc31778082cb5b5155a9,4988.0,2024-04-23
023c5a30bddb1fd40b784561a71b21c4,3508.0,2024-04-29
02410cba163bfe9c595cd05662dfee25,5710.0,2024-04-24
02415d2819f7911133d32728e411c216,4242.0,2024-04-27
02418f22c5c577f3765d26e2a40c5b18,5594.0,2024-04-28
0244082e8c5ff1ea276ff2c9bf7068fe,10324.0,2024-04-25
0249635e6dc6bab8c02d37131f8ffadf,14456.0,2024-04-25
0249e8cc247db0bc4b26df68459785c8,7413.0,2024-04-27
024fbf1a19ba85399a86ba193f88f94a,4402.0,2024-04-29
025158fd448ef73e86ac7d65a609ca72,6012.0,2024-04-28
0259ee3387aaa33287d8cb4665b0e531,8966.0,2024-04-26
025a95a17e9525e09dee86cbc4f3a386,3706.0,2024-04-29
02612b2fbf8ddac4982ed46dfdb48f54,8835.0,2024-04-27
0265144062b85a2f1489cb1a22ce5206,14305.0,2024-04-29
0265668ad063fe6dced4e95e288c9862,5501.0,2024-04-28
02692a68286606e599b237b13b2780a1,4574.0,2024-04-27
0269981d2dc07a0047b798b0a28ea5b3,5953.0,2024-04-26
026d9955c2c082e0824bff874d606019,9136.0,2024-04-24
026f18bc64c403adf087354dd01c3cc9,6316.0,2024-04-29
02728fae5a682e45096e732d1c368a13,3741.0,2024-04-24
0272ea530893468ee7d8ff1453d40f9d,5971.0,2024-04-25
02733559082e4864542af7def17f4846,5724.0,2024-04-27
027543b19da7899940542b89b5aa5de0,7709.0,2024-04-28
027580cee4e3ba76ac1c79818ce5db63,5391.0,2024-04-27
027868c64f128ffbf4c946569a3b69ca,3075.0,2024-04-24
027ed66dfff0a2c128006fdc5ee44c9d,4399.0,2024-04-25
027f6b4e317912d5901c3f652872b70d,5650.0,2024-04-24
027f7eec3f396c8e9030de62096af33a,11519.0,2024-04-27
0281cb9276b0e131aded3158aa02bb0d,3705.0,2024-04-26
0282f01ec6071b03b60c56a63e26f891,5861.0,2024-04-29
028467ef82f6a115fe1c0a40f2109e78,4435.0,2024-04-27
0284c1209304bbfe50ce14e51f36e4ea,3530.0,2024-04-26
028753b3f995205e200287f553592d21,8180.0,2024-04-27
028ae6ca54f351b29717d623b8ac2d20,5588.0,2024-04-29
028fb37ac3eca16e49f8395f5016bae7,3999.0,2024-04-26
029120d80253da32052beb527f45ef9b,6095.0,2024-04-27
0291e81cd4f9e8578ee9e2b029aa327d,14340.0,2024-04-28
02946695f08950b49a7f4aa55076aa65,4478.0,2024-04-23
029cab8395eb18d0e9ad88e267241d0a,5269.0,2024-04-27
029e7bb32cd2d7416920960066b65d9b,4820.0,2024-04-25
02a2a082ddee33f76a4ad36a4362ba28,5856.0,2024-04-27
02a48d45ec7b54c15a5a46f8c854cee3,4564.0,2024-04-23
02a8943894a9d3f76df482b858c1ab1f,3224.0,2024-04-23
02a8b4eae77179d926a7ab5736c70f92,5810.0,2024-04-28
02b368f60e4d226d1d5768adb31d714f,9341.0,2024-04-24
02b8d74bd0c219ccb4a9821cb482cc57,2908.0,2024-04-27
02bd6514fdc7251f67d6a6ea808749ba,4039.0,2024-04-23
02c0bd744184e6f59c667a9c9e9efbb3,4343.0,2024-04-29
02c858ce75b22bd569f2ad2a0ddaa1bc,6587.0,2024-04-24
02c92f8449de521633c2e5267b729be6,4737.0,2024-04-25
02cd887a030e8d2402aefd00f2414f05,3535.0,2024-04-27
02cf255b3d102fa9dbc199bfe9f9d646,8809.0,2024-04-24
02d2e0233de08be590acd47b998fe4e3,6155.0,2024-04-25
02d3e6c7ca0c5313de2341d167c9373d,8885.0,2024-04-23
02d521b3f8b2ecb85611352de814e052,4389.0,2024-04-28
02d646bdcef16a9045188cf83f6669e2,4642.0,2024-04-29
02dcd2c0104f1c911960e8ce8d0b75d4,3430.0,2024-04-26
02ddaa55eeaa7e5f09603ca369d365e7,2443.0,2024-04-28
02e1c14920cf301fcb265bd875693f5c,2583.0,2024-04-25
02e25e3642bfee45669da605b868d0d1,962.0,2024-04-23
02e31e8f1fcfa1f45d1295e631b4e5b8,3207.0,2024-04-28
02e3911985781a015ef341237cf25f9a,7262.0,2024-04-28
02e69ee617680c9876123e9435835805,7971.0,2024-04-23
02e83eff27f9ab78e449bc57bd82df5c,2591.0,2024-04-28
02ead28962072710dd76f727a6138738,3174.0,2024-04-24
02eb926927c51ff0dcc94e3681d30310,6209.0,2024-04-25
02ec49f19c04713431c6c1385b2af60a,3609.0,2024-04-24
02f36b6cc7c0f9c571a3f6854fe86878,2956.0,2024-04-27
02f3a6b33325f1ecf1eb1188655aa917,4112.0,2024-04-27
02f65c2437c1f6bfdb53973ea34f947e,8731.0,2024-04-28
02f949d0fa9054b9515f7008b6a70d42,5855.0,2024-04-26
02fadadf2d780ff8bb05b56ab07c2c4d,8121.0,2024-04-26
030d8032a7f4be5be0809d8895f84f9e,9616.0,2024-04-29
0311de933ca2e9f0027e14afbb0925bf,3629.0,2024-04-27
0312c82a10060405e9a3d7ebef139455,2875.0,2024-04-27
0313c3366a4cf34873d7858afc3d1a9d,3316.0,2024-04-24
03151443a98ae5445c6c84d7bb389dc4,2343.0,2024-04-29
03173c8234517fdbb56aff82387b8bbc,11158.0,2024-04-26
0318dcb002809f0e4b5a1ae495ea4eb6,3584.0,2024-04-25
031c8e0b6a9823ee3659d8efa2b64f51,4903.0,2024-04-25
031cc0a73ee906e5b1a0ce5119f3b303,3178.0,2024-04-29
031fba3aac712a82fdd7ef7c934284e8,12325.0,2024-04-28
03216da376950a29e232a019fa0945ab,3401.0,2024-04-23
03289e1d91bab49e9fec99bf45f0e3fd,2768.0,2024-04-24
0329bedba2eedaf42dcbd6d19445ee39,3438.0,2024-04-26
032bf44e3595d802705071da307a92a9,3209.0,2024-04-25
0330d21e48621ec39d03bbe2a96289f9,6606.0,2024-04-29
03397bc6c37766e2c3fdaaa177b5a607,7832.0,2024-04-29
0339e41afc26c24bdbb1dc68cd19c958,6388.0,2024-04-29
033d6044134f78d27e1d8c3c55dd4502,4147.0,2024-04-25
033dab89c331ddc183a8e40c6830146b,2344.0,2024-04-26
0347dfbc582baa3e80747e867346b843,3655.0,2024-04-24
034d74e834bd5fbb6ed2ba3522249855,7058.0,2024-04-26
0352eb5e9cb9868c5b6d6138af24ae1f,6351.0,2024-04-25
03554eeda36e4b0cdbda4f56f194fd68,6825.0,2024-04-26
0355ff651a92c3e05c65d91946fddac4,5771.0,2024-04-26
035d5992ed35d8e3598a8d652f53ad7e,3989.0,2024-04-28
036260d980bdfe94405ab30e041ea77c,9411.0,2024-04-27
03635418607a78a6f57a948c94a0c648,6654.0,2024-04-23
03680ab98f9d71842c2ef4019bbf36eb,4664.0,2024-04-29
0369267e781c2a2ade9701172ba45b1d,4254.0,2024-04-26
03693eee346be712a40b027ecca1bfe8,5211.0,2024-04-23
0369b39b2808417475cc948f7dbd9272,7839.0,2024-04-27
036b5183d606956ee0aee64dec887051,5374.0,2024-04-24
036c4d2291e24265f182ea504243dc18,4699.0,2024-04-29
036cc8c9891688bf61db7dac74f9dd30,2434.0,2024-04-27
036e0e9385bb535c6331ee244c71451a,3467.0,2024-04-23
0374877c0772929e87e087e4f913beeb,5873.0,2024-04-26
0374f317a27c4ce9502fa9699f62b96b,4649.0,2024-04-28
037741cbfa0d00a683b9c1aeef787f29,1387.0,2024-04-27
03783b2340153969f4ec83d334568f7d,1757.0,2024-04-29
037eb351ac7f8004c0a4fc6a4b9181d9,6315.0,2024-04-28
03957d7a813db4532d9ecae322d07802,2682.0,2024-04-23
0396228aad393a958951f3b5b098a71c,3230.0,2024-04-24
03a4ff91812808b147f911bdcc813975,4984.0,2024-04-24
03b05551959fabe95f3f771dfeb23e1e,4414.0,2024-04-27
03ba8869d60ebb27cd492cb98011e50b,10190.0,2024-04-24
03ba9f7fe69865abd23d0eec684fb03f,6284.0,2024-04-23
03bb6ce2b39e349266e39111e5dd6404,4965.0,2024-04-29
03bece7393fba8d61d297b2d05541cd9,9072.0,2024-04-24
03bf66bdfa436555f41e3a9158c59639,2221.0,2024-04-25
03c168f4b79f9f47b1b0b0613d3d8b83,2141.0,2024-04-28
03c23e481e01cdb5d72eb23d8a9a5617,6230.0,2024-04-23
03c53c07aee692998fe9d7dcc0790430,5568.0,2024-04-23
03ccf4e5d08a3111b62af01af1282a96,3451.0,2024-04-25
03d2f707a8166faf0ed35b8121094a13,8939.0,2024-04-24
03d3a813eee63356bb0b32111a60860a,6093.0,2024-04-28
03d640417a3e5cb5a96f0d5a6ab05ec1,5336.0,2024-04-29
03de05bfcd7dad9537223d45c4bf9608,4734.0,2024-04-25
03e0420c2844f509e9bb2f034dd3983c,2987.0,2024-04-27
03e23c0f79d060e1ad628c72e394b3c5,5445.0,2024-04-25
03e297a73fff2aeaf1e079afbda423fd,4304.0,2024-04-27
03e7b0d5e0138bd1a87aa6a1ac8317b7,4448.0,2024-04-26
03e97c7bb146df2d3e4af6adde2a705e,10047.0,2024-04-26
03ec839ec9e3c00d5c02af5d600cc0d6,4358.0,2024-04-28
03eddb7ccb6d4209c87af16445fc3c1a,5352.0,2024-04-28
03ee28c21b8afbaa3e60902ba9dcae2b,3952.0,2024-04-27
03ee4c7d4d75539d4381c23c74b9188b,6146.0,2024-04-29
03eec234e208226cdbd3ce7fefb32a13,4743.0,2024-04-29
03f37b8beebea90ead5ba0ea0aa3fdc1,2656.0,2024-04-25
03f6939dc34f78c19811944400e788a6,3518.0,2024-04-29
03f9e69018a696414a16293e30302227,3632.0,2024-04-27
0401f467090012a0f592045cdea7e08b,2785.0,2024-04-24
0406ece53a9e57678f2e5faea8f95253,3272.0,2024-04-27
0409e7989f07cb2271a709a86d184524,3402.0,2024-04-25
040b98c51f0789d9284c0e7ed74c5578,3001.0,2024-04-27
040e04170410ca3d997b5f263659cec9,6671.0,2024-04-27
0410e60f6b409c72930a6d48d54b67d0,1476.0,2024-04-25
04117d179a170c173b2ae0565025aa3c,7607.0,2024-04-26
04128e3924980ce982d82801db874311,4046.0,2024-04-24
041e254680db723287f2ebd9f734e676,5897.0,2024-04-24
0423485cb819cca63a4faeb342ef2c4d,2045.0,2024-04-29
0426a23c0299b681a0fd26c164ab3a2a,3809.0,2024-04-27
043c7197f969e433cdffd497479481f8,6632.0,2024-04-28
043ed12977bf7e6123fcb92fc1cc5bcd,4898.0,2024-04-23
0447f652b68bec7b66e89132f86a4858,1759.0,2024-04-26
04480b9147315125d71450d59ed9be45,6458.0,2024-04-23
044bb67aeaa7f49e42a472e280afd1d7,5343.0,2024-04-23
044c4f1c525cb25e850f25842ab42a8f,5551.0,2024-04-24
044d1b688dec1817f1a3bc9b432f44f7,8459.0,2024-04-25
0450622efcfa5f0e31b42694d90735a4,5345.0,2024-04-25
04523f41b3cfd1ed22884ac9f9b9ac6c,6339.0,2024-04-29
045ca39c139fe6d29ef4b6c78a58a269,2363.0,2024-04-26
045ea8c3fec9860ab9ab892d9cf95fbb,4929.0,2024-04-23
0468e84cc7ca677d0bd105bc3e321fc3,2642.0,2024-04-26
046fb1fdacba720e3f0565330f44c091,7193.0,2024-04-28
046fcba00776fbc100991f8f580cfb6a,4973.0,2024-04-25
04706cd8267008ca0423163cfc022ab1,7055.0,2024-04-27
047c1a92cc6d4fd745f2f8220c8628c1,3037.0,2024-04-29
047e9c24eb55f2ed499c88123e76ce3a,4013.0,2024-04-23
0480f781beb903cdf02f8a429bb5cbf2,6370.0,2024-04-25
0481c7d724afeeb2884b9ac7d070b6f8,6250.0,2024-04-24
04849d241b039b9562a54d60d37fb229,4096.0,2024-04-28
0486813865be363ca4de9b655df38a07,4840.0,2024-04-24
0487c095a7469903194c78e051bc8b03,4719.0,2024-04-28
04894db6e3e860a18424f68564902b6a,5414.0,2024-04-29
0489dc6369e47d548161254bf4d16a5b,5439.0,2024-04-23
048a0c16f1a8d4e256b634df5217baca,5711.0,2024-04-25
048a5555ff43d9db0fc8fa94fd639572,4320.0,2024-04-25
048a9bf4b8763c05f61ee27ecf56fe7e,7095.0,2024-04-24
048da9925a122d7386fd512e910f0d2f,9428.0,2024-04-28
048f23832dcc43b91a3bfd798eac35fb,1136.0,2024-04-25
049ff7d732b820006e78a036c7dfc02a,2937.0,2024-04-27
04a1168decae5f94510f180b85b38a7d,5172.0,2024-04-26
04a1453f830d713d1e6240c39a2a212a,4119.0,2024-04-26
04a731b78bc919731b64c29b391f4afe,4818.0,2024-04-26
04c05b56680b462b815b8021bafef912,6610.0,2024-04-29
04c20f32b58f29a58a5010354e07f342,12222.0,2024-04-24
04c6e99d851374c36226282b4f1bdcb8,4507.0,2024-04-24
04ca629bd1d4cbe46b9674d69cd6592d,3909.0,2024-04-26
04cf89c5ba8949e542aaed6e1ed22378,1386.0,2024-04-27
04d00b6ffd387b6452bc32615e211064,5816.0,2024-04-24
04d4efea63e6da739e2237dca5c4b84d,4987.0,2024-04-25
04db3036112cfba5608ac80c53b06720,5072.0,2024-04-26
04dcc987100b9b18ba7a0cb377a8a120,5511.0,2024-04-24
04e02631bb11ba903317b0d22f776580,8818.0,2024-04-24
04e0a40e4f5b5bc9e4c90a4fa2a22361,5458.0,2024-04-23
04ec07201fbc7e15ddea0f1bd22290cb,4411.0,2024-04-23
04ec96db882bd0792a10d0f9f9d6430e,5933.0,2024-04-24
04eeefe3e90a82a2c1274c564dbb4d7e,7059.0,2024-04-28
04f3269bdf7ff52f96b1c956bf6a34ec,4156.0,2024-04-26
05041e44dc07c3b87a8f1c13a1c57655,3970.0,2024-04-24
0504626e99b647920c2af3e011361ebb,4520.0,2024-04-25
050a20b0107e7abcad331af9498d7111,5174.0,2024-04-27
050ced72348c17e00d1cbed9a9af039b,5502.0,2024-04-25
050e3b8acfd67e565d69fb737e8c3c2b,4087.0,2024-04-23
050e7c4fede4d290bc38d0d8aa5b21f5,17424.0,2024-04-26
051058fde39d0bbb302871eb978a89c1,2776.0,2024-04-24
0510bc94e68377bae41c5b3e231fda0e,5666.0,2024-04-29
051382f0cc46049f72a3e7c10cd8f80e,7965.0,2024-04-27
0516c1c5defd1e3bb61acbd3701fc2ba,5592.0,2024-04-23
051b83278343ec5870a0a38b23757897,7694.0,2024-04-25
051c303a0f945da1ccc4716f06d63090,5408.0,2024-04-28
051c9f24daf3c3d6b635461f546a8928,4729.0,2024-04-24
051eff15563b8df0d40eb2e4da097e01,4324.0,2024-04-29
05218e3226b2e5a90485250fd6609347,5868.0,2024-04-29
0526c79a6fc0edb2139752b50af2ff05,1771.0,2024-04-28
052a667fa10b1a0ece458bf30b030bcd,1477.0,2024-04-29
052a9c60f9af5d78c377d69cec1c2cd1,3387.0,2024-04-28
052f9dc8d49c3f2243eee9adbd777adc,6755.0,2024-04-27
0531eacfad3c2a44e0a1413b267a4934,4842.0,2024-04-29
05326561c192ac95a10ff3b8c440a820,9233.0,2024-04-27
0533aa78b97fb4c66adc91eea4d93a80,4680.0,2024-04-25
053bcc72cc16a535d75c26b84c8bfa99,5588.0,2024-04-25
053e99bcdf14274d1a323b6a5c1ac783,1445.0,2024-04-29
0540395f46a7095d8901ee7e0043dc81,5236.0,2024-04-24
05423cefa13bda1ffc9188b04ad0b8ef,3573.0,2024-04-27
054699de4a34aa71e81a4f0954ca6fa1,8628.0,2024-04-26
054c98b844ae79f36be51600e903b2b9,655.0,2024-04-25
054ec4e86622fe84e9d08f62251f1241,6724.0,2024-04-27
0550fe71511d8558a2eac2d5dcc35ffb,9222.0,2024-04-25
055581c6d9a7e81a7fc61c01c74262bd,3044.0,2024-04-25
0556082d5cd859faceefcc072520fce2,8326.0,2024-04-23
05562136966a4a3f94e7f667b2d64c3b,7311.0,2024-04-23
055b6ff21d3eb01127af6631f83322e2,4837.0,2024-04-25
055beb2ff7e7de4a81b2d135e13d3616,5380.0,2024-04-28
055c4679045bf06639ceead28407f318,8301.0,2024-04-24
055ef6bad04efd147afe2d68a220e146,4647.0,2024-04-25
05610be9d0ca5ab5b8265a3fa9c87fe5,6444.0,2024-04-24
0562779db67cbca497b517e3abc93626,4221.0,2024-04-28
0569cbb0f12dbb1d10817fd834f4ba39,9363.0,2024-04-29
056ef296872de2fea4d4f7ee61b8927f,5610.0,2024-04-29
0576ef8b70fdfda800abc544aa9a28b6,8394.0,2024-04-29
05775f55329fa8dce205ad785701e820,6804.0,2024-04-25
0578b327603203266fa758a20e181caa,8895.0,2024-04-25
058327df606a319a7399d3963b6b8301,3398.0,2024-04-27
058ddba8a04dd97d6466c0ef8cecfe36,1617.0,2024-04-29
059036695525ccb0e094bddaa6704a4a,2386.0,2024-04-24
0590e06dca7e41644906aa28281e0540,4175.0,2024-04-25
059301946315ff914b85a40fdaa1da6e,3043.0,2024-04-24
059373a6e468fd6389c406c90eade4c8,10372.0,2024-04-25
059717104fbd4318c20be2234c2a2565,5319.0,2024-04-29
059764672f1858ba71476ade24a86146,3391.0,2024-04-25
05987cdcd942b6b214ef9de607460f38,3253.0,2024-04-23
059f21a8810a67ffb455451cb6e8201f,3905.0,2024-04-24
05aaef8b500bfa638bf8c551838e7287,4102.0,2024-04-28
05b2ec3f46cdacda394ba79ffc18d787,3738.0,2024-04-25
05b3706035b09731b2d1d2c18fbb6f46,11658.0,2024-04-24
05b8a982bf0f90f53d3c73a3a74215bd,7613.0,2024-04-24
05b9537f1d14ed3afebdd05e9d915e33,4889.0,2024-04-29
05bb414d680ebf8bafe650db46073cad,3937.0,2024-04-23
05bdc2e30699f2e31f80cb7b5dbdd4f5,11156.0,2024-04-29
05bde0b4a33e38511e7f4ef963f8f40b,8415.0,2024-04-29
05c7cee8428612f3d19c05859096df46,8890.0,2024-04-28
05c80adb2e10d2264307484b353d50da,2950.0,2024-04-25
05c8acc61fa2383168ca95a0bb99d9f0,8009.0,2024-04-24
05c8ce319ff4e87d2bce42c44ee7cd79,15940.0,2024-04-27
05c97d9a227cdcf827370893e7fb2160,4070.0,2024-04-29
